Field	Term	Ontology Identifier	Definition	Guidance	Editor Note
organism	Enterobacter	NCBITaxon:547	An Enterobacteriaceae genus which is a common Gram-negative, facultatively anaerobic, rod-shaped, non-spore-forming bacteria of the order Enterobacterales. [https://en.wikipedia.org/wiki/Enterobacter]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter asburiae	NCBITaxon:61645	An Enterobacteriaceae cloacae complex subspecies.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter cloacae complex sp. 43444	No Ontology ID Available	An Enterobacteriaceae cloacae complex subspecies.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter cloacae complex sp. GN03164	No Ontology ID Available	An Enterobacteriaceae cloacae complex subspecies.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter cloacae str. Hanford	NCBITaxon:1340854	An Enterobacteriaceae cloacae complex subspecies.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter cloacae UCI 49	NCBITaxon:1400154	An Enterobacteriaceae cloacae complex subspecies.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter hormaechei subsp. steigerwaltii	NCBITaxon:299766	An Enterobacter hormaechei subspecies which corresponds to genetic cluster VIII of the population structure of the E. cloacae complex, gives a negative result for the dulcitol test and positive results for the adonitol, d-arabitol, d-sorbitol, and d-melibiose tests. [https://doi.org/10.1128/jcm.43.7.3297-3303.2005]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter kobei	NCBITaxon:208224	An Enterobacteriaceae cloacae complex subspecies which is Gram-negative, motile rods conforming to the definition of the family Enterobacteriaceae, proposed for a group of organisms referred to as NIH Group 21 at the National Institute of Health, Tokyo. [https://doi.org/10.1007/s002849900110]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter roggenkampii	NCBITaxon:1812935	An Enterobacter species which is a nitrogen fixing plant growth promoting endophytic bacterium with biocontrol and stress tolerance properties, isolated from sugarcane root [https://www.frontiersin.org/articles/10.3389/fmicb.2020.580081/full].	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter sp. BIDMC93	NCBITaxon:1686396	An unclassified Enterobacter subspecies.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterobacter sp. SA187	NCBITaxon:1914861	An Enterobacter species which is an endophytic bacterium that has been isolated from root nodules of the indigenous desert plant Indigofera argentea [https://pubmed.ncbi.nlm.nih.gov/29163376/#:~:text=Abstract-,Enterobacter%20sp.,stress%20tolerance%20to%20Arabidopsis%20thaliana.]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Enterococcus	NCBITaxon:1350	A Bacillota genus which contains many kinds of Gram-positive lactic acid cocci bacteria that often occur in pairs (diplococci) or short chains, and are difficult to distinguish from streptococci on physical characteristics alone.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterococcus avium	NCBITaxon:33945	An Enterococcus species which is most commonly found in birds. 	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterococcus casseliflavus	NCBITaxon:37734	An Enteroccocus species which is a Gram positive, catalase- and oxidase negative, non-spore forming, non-motile ovoid cocci occurring in single, pairs or short chains. [https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/enterococcus-casseliflavus]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterococcus faecium	NCBITaxon:1352	An Enterococcus species which is a Gram-positive, gamma-hemolytic or non-hemolytic bacterium that can act as a pathogen or commensal in the gastrointestinal tract of humans and animals. 	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterococcus faecalis	NCBITaxon:1351	An Enterococcus species which is a Gram-positive, commensal bacterium inhabiting the gastrointestinal tracts of humans. E. faecalis is found in healthy humans and can be used as a probiotic, but can also cause a variety of nosocomial infections of which urinary tract infections are the most common. 	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Enterococcus gallinarum	NCBITaxon:1353	An Enteroccocus species which is a Gram positive, catalase- and oxidase negative, non-spore forming, non-motile ovoid cocci occurring in single, pairs or short chains. [https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/enterococcus-casseliflavus]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Escherichia	NCBITaxon:561	An Enterobacteriaceae genus of Gram-negative, non-spore-forming, facultatively anaerobic, rod-shaped bacteria.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli	NCBITaxon:562	An Escherichia species which is a Gram-negative, facultative anaerobic, rod-shaped, coliform bacterium commonly found in the lower intestine of warm-blooded organisms.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 1047	NCBITaxon:1411693	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 1365	NCBITaxon:1411697	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 2-011-08_S4_C1	NCBITaxon:1444201	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 2-156-04_S3_C2	NCBITaxon:1444150	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 2-210-07_S3_C1	NCBITaxon:1444122	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 2-316-03_S3_C1	NCBITaxon:1444124	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 3-105-05_S4_C3	NCBITaxon:1444278	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 3-267-03_S1_C2	NCBITaxon:1444085	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 3006	NCBITaxon:1005565	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 38.16	NCBITaxon:1411698	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 5-172-05_S4_C3	NCBITaxon:1444269	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 541-1	NCBITaxon:752786	A subspecies of Escherichia coli considered to be an Adherent Invasive Escherichia coli strain (AIEC). 	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 6-537-08_S4_C2	NCBITaxon:1444257	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli 7-233-03_S4_C1	NCBITaxon:1444213	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli APEC O78	NCBITaxon:1274814	A subspecies of Avian Pathogenic Escherichia coli (APEC) classified as serogroup O78.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli C353_09	NCBITaxon:1126898	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli chi7122	NCBITaxon:475609	A subspecies of Avian Pathogenic Escherichia coli (APEC) classified as serogroup O78:K80:H9. [https://pubmed.ncbi.nlm.nih.gov/19156210/]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli E1140	NCBITaxon:1453472	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli FBP1	NCBITaxon:1412837	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli FCP1	NCBITaxon:1412839	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli HVH 150 (4-3258106)	NCBITaxon:1281083	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli HVH 22 (4-2258986)	NCBITaxon:1280973	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli HVH 79 (4-2512823)	NCBITaxon:1281017	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli HVH 83 (4-2051087)	NCBITaxon:1281020	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli IAI1	NCBITaxon:585034	A subspecies of Escherichia coli serotype O8, often found as a human commensal bacteria. 	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli IMT8073	NCBITaxon:1337997	A subspecies of Escherichia coli which has been characterized as an Atypical Enteropathogenic Escherichia coli (aEPEC).	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KOEGE 3 (4a)	NCBITaxon:1281153	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KOEGE 40 (102a)	NCBITaxon:1281159	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KTE100	NCBITaxon:1182699	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KTE13	NCBITaxon:1169318	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KTE146	NCBITaxon:1182725	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KTE184	NCBITaxon:1181730	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KTE196	NCBITaxon:1181742	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KTE222	NCBITaxon:1181768	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli KTE47	NCBITaxon:1182654	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli MS499	NCBITaxon:1450517	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli N1	NCBITaxon:1005567	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli O103:H11 str. 04-3023	NCBITaxon:1446501	A strain of Escherichia coli serotype O103:H11.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli O5:K4(L):H4 str. ATCC 23502	NCBITaxon:1268238	A strain of Escherichia coli serotype O5:K4(L):H4.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli O69:H11 str. 07-3763	NCBITaxon:1446751	A strain of Escherichia coli serotype O69:H11.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli UMEA 3336-1	NCBITaxon:1281243	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli UMEA 3671-1	NCBITaxon:1281260	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia coli UMEA 3805-1	NCBITaxon:1281270	A subspecies of Escherichia coli.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Escherichia fergusonii ATCC 35469	NCBITaxon:585054	A subspecies of Escherichia fergusonii.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Klebsiella	NCBITaxon:570	A genus of Gram-negative, non-motile, rod-shaped bacteria that have a polysaccharide-based capsule and are oxidase negative. Klebsiella spp. are frequent human pathogens. [NCIT:C28165]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Klebsiella aerogenes	NCBITaxon:548	A species of Klebsiella which is a Gram-negative, oxidase negative, catalase positive, citrate positive, indole negative, rod-shaped bacterium	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Klebsiella michiganensis	NCBITaxon:1134687	A species of Klebsiella.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Klebsiella oxytoca MGH 28	NCBITaxon:1328429	A subspecies of Klebsiella oxytoca.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Klebsiella pneumoniae	NCIT:C86457	A species of Klebsiella which is a facultatively anaerobic, Gram negative, rod shaped bacteria that is nonmotile, oxidase negative, and produces acid from glucose, mannitol, rhamnose, arabinose and amygdalin. [NCIT:C86457]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Kosakonia cowanii	NCBITaxon:208223	A species of the genus Kosakonia which is a Gram-negative, motile, facultatively-anaerobic, rod-shaped bacterium, formerly known as Enterobacter cowanii. [https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-020-05084-6]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Leclercia adecarboxylata	NCBITaxon:83655	A species of the genus Leclercia which is a gram-negative bacillus of the Enterobacteriaceae family. [https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7286590/#:~:text=Leclercia%20adecarboxylata%20is%20a%20gram,or%20contact%20with%20aquatic%20environment.]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Lelliottia amnigena NBRC 105700	NCBITaxon:1219085	A species of the genus Lelliottia which is a an aerobic, mesophilic bacterium.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Listeria monocytogenes	NCBITaxon:1639	A species of the genus Listeria which is a Gram-positive, facultative anaerobic bacterium in the phylum Bacillota. [https://en.wikipedia.org/wiki/Listeria_monocytogenes]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Ochrobactrum sp. EGD-AQ16	NCBITaxon:1390361	A subspecies of the Ochrobacterium species complex.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Pantoea	NCBITaxon:53335	A genus of Gram-negative bacteria of the family Erwiniaceae, which is motile, yellow pigmented, ferments lactose, are motile, and form mucoid colonies.  This genus includes at least 20 species and recently separated from the genus Enterobacter. [https://en.wikipedia.org/wiki/Pantoea]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Pantoea ananatis LMG 5342	NCBITaxon:1123863	A subspecies of the species Pantoea ananatis.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Pantoea sp. 3.5.1	NCBITaxon:1522060	A subspecies of the Pantoea species complex.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Providencia rettgeri DSM 1131	NCBITaxon:521000	A subspecies of the species Providencia rettgeri.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Pseudomonas	NCBITaxon:286	A genus of the family Pseudomonadaceae which is a Gram-negative, motile, non-spore-forming, rod-shaped bacteria in the phylum Proteobacteria. [https://en.wikipedia.org/wiki/Pseudomonas]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Pseudomonas aeruginosa	NCBITaxon:287	A species of the genus Pseudomonas which is a facultatively anaerobic, Gram negative, rod shaped bacteria in the phylum Proteobacteria. [https://en.wikipedia.org/wiki/Pseudomonas]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Pseudomonas fluorescens	NCBITaxon:294	A species of the genus Pseudomonas which is a Gram-negative, rod-shaped bacterium. [https://en.wikipedia.org/wiki/Pseudomonas_fluorescens]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Pseudomonas soli	NCBITaxon:1306993	A species of the genus Pseudomonas.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Pseudomonas sp. HMSC064G05	NCBITaxon:1715204	A subspecies of the Pseudomonas species complex.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Pseudomonas sp. HMSC067F09	NCBITaxon:1739343	A subspecies of the Pseudomonas species complex.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Rahnella sp. Y9602	NCBITaxon:1873497	A subspecies of the Rahnella species complex which is a facultatively anaerobic, nitrogen-fixing, Gram-negative bacterium. [https://www.uniprot.org/proteomes/UP000007257]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Raoultella ornithinolytica	NCBITaxon:54291	A species of the genus Raoultella which is an encapsulated Gram-negative, oxidase-negative, catalase-positive, aerobic, non-motile rod bacteria that belongs to the Enterobacteriaceae family.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Salmonella enterica subsp. enterica	NCBITaxon:59201	A subspecies of aerobic, Gram negative, rod shaped bacteria assigned to the phylum Proteobacteria and the species Salmonella enterica. This subspecies does not produce acid from lactose, salicin, or galacturonate, will not hydrolyze gelatin, and exhibits no growth in the presence of KCN. S. enterica subsp. enterica is the causative agent of various types of salmonellosis. [http://purl.obolibrary.org/obo/NCIT_C86913]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Serratia  	NCBITaxon:613	A genus of the family Yersinaceae which is a Gram-negative, facultatively anaerobic, rod-shaped bacteria. [https://en.wikipedia.org/wiki/Serratia]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	      Serratia sp. 14-2641	NCBITaxon:1841657	A subspecies of the Serratia pecies complex.	Note: this definition is specification-specific and is not provided by NCBITaxon.	
organism	Vibrio cholerae	NCBITaxon:666	A species of the genus Vibrio which is a Gram-negative, facultative anaerobe and comma-shaped bacteria. [https://en.wikipedia.org/wiki/Vibrio_cholerae]	Note: this definition is specification-specific and is not provided by NCBITaxon.	
sequenced_by					
sequenced_by	Public Health Agency of Canada (PHAC)	GENEPIO:0100551	The Public Health Agency of Canada is an agency of the Government of Canada that is responsible for public health, emergency preparedness and response, and infectious and chronic disease control and prevention.		
sequenced_by	Canadian Food Inspection Agency (CFIA)	GENEPIO:0100552	The Canadian Food Inspection Agency is a regulatory agency that is dedicated to the safeguarding of food, plants, and animals in Canada		
sequenced_by	Agriculture and Agri-Food Canada (AAFC)	GENEPIO:0100553	Agriculture and Agri-Food Canada is the department of the Government of Canada responsible for the federal regulation of agriculture, including policies governing the production, processing, and marketing of all farm, food, and agri-based products. 		
sequenced_by	Health Canada (HC)	GENEPIO:0100554	Health Canada is the department of the Government of Canada responsible for national health policy. The department itself is also responsible for numerous federal health-related agencies, including the Canadian Food Inspection Agency and the Public Health Agency of Canada, among others.		
sequenced_by	Environment Canada (EC)	GENEPIO:0100555	Environment and Climate Change Canada, is the department of the Government of Canada responsible for coordinating environmental policies and programs, as well as preserving and enhancing the natural environment and renewable resources. It is also colloquially known by its former name, Environment Canada. 		
sequenced_by	Fisheries and Oceans Canada (DFO)	GENEPIO:0100556	Fisheries and Oceans Canada, is a department of the Government of Canada that is responsible for developing and implementing policies and programs in support of Canada's economic, ecological and scientific interests in oceans and inland waters.		
purpose_of_sequencing					
purpose_of_sequencing	Cluster/Outbreak investigation	GENEPIO:0100001	A sampling strategy in which individuals are chosen for investigation into a disease cluster or outbreak.		
purpose_of_sequencing	Diagnostic testing	GENEPIO:0100002	A sampling strategy in which individuals are sampled in the context of diagnostic testing.		
purpose_of_sequencing	Environmental testing	GENEPIO:0100548	A sampling strategy in which environments are sampled in the context of testing for the presence of, or change in the levels of, chemicals, pathogens or other phenomena.		
purpose_of_sequencing	Research	GENEPIO:0100003	A sampling strategy in which individuals are sampled in order to perform research.		
purpose_of_sequencing	      Clinical trial	GENEPIO:0100549	A sampling strategy in which individuals are sampled in the context of experiments or observations performed as part of clinical research. 		
purpose_of_sequencing	      Field experiment	GENEPIO:0100550	A sampling strategy in which samples are taken during real-life experiments which test directly whether proposed interventions actually work. 		
purpose_of_sequencing	Surveillance	GENEPIO:0100004	A sampling strategy in which individuals are sampled for surveillance investigations.		
sequencing_platform					
sequencing_platform	Illumina	GENEPIO:0001923	A sequencing platform provided by the Illumina company.		
sequencing_platform	Pacific Biosciences	GENEPIO:0001927	A sequencing platform provided by the Pacific Biosciences company.		
sequencing_platform	Ion Torrent	GENEPIO:0002683	A sequencing platform provided by the Ion Torrent company.		
sequencing_platform	Oxford Nanopore Technologies	OBI:0002755	An organization that is developing and selling nanopore sequencing products and is based in the UK.		
sequencing_platform	BGI Genomics	Awaiting Ontology ID	A sequencing platform provided by the BGI Genomics company.		
sequencing_platform	MGI	Awaiting Ontology ID	A sequencing platform provided by the MGI company.		
					
sequencing_instrument	Adult fish				
sequencing_instrument	Illumina	GENEPIO:0100105	A DNA sequencer manufactured by the Illumina corporation.		
sequencing_instrument	     Illumina Genome Analyzer	GENEPIO:0100106	A DNA sequencer manufactured by Solexa as one of its first sequencer lines, launched in 2006, and capable of sequencing 1 gigabase (Gb) of data in a single run.		
sequencing_instrument	     Illumina Genome Analyzer II	GENEPIO:0100107	A DNA sequencer manufactured by the Illumina (Solexa) corporation, which supports sequencing of single or paired end clone libraries relying on sequencing by synthesis technology.		
sequencing_instrument	     Illumina Genome Analyzer IIx	GENEPIO:0100108	An Illumina Genome Analyzer II which is manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology. The Genome Analyzer IIx is the most widely adopted next-generation sequencing platform and proven and published across the broadest range of research applications.		
sequencing_instrument	     Illumina HiScanSQ	GENEPIO:0100109	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry, and contains a HiScan Reader for sequencing and microarray-based analyses as well as an "SQ Module" to support microfluidics.		
sequencing_instrument	     Illumina HiSeq	GENEPIO:0100110	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry, enabling deep sequencing and high yield.		
sequencing_instrument	          Illumina HiSeq X	GENEPIO:0100111	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that oenabled sufficent depth and coverage to produce the first 30x human genome for $1000.		
sequencing_instrument	          Illumina HiSeq X Five 	GENEPIO:0100112	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that consists of a set of 5 HiSeq X Sequencing Systems.		
sequencing_instrument	          Illumina HiSeq X Ten	GENEPIO:0100113	A DNA sequencer that consists of a set of 10 HiSeq X Sequencing Systems.		
sequencing_instrument	          Illumina HiSeq 1000	GENEPIO:0100114	A DNA sequencer which is manufactured by the Illumina corporation, with a single flow cell and a throughput of up to 35 Gb per day. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.		
sequencing_instrument	          Illumina HiSeq 1500	GENEPIO:0100115	A DNA sequencer which is manufactured by the Illumina corporation, with a single flow cell and a throughput of up to 35-50 Gb per day.		
sequencing_instrument	          Illumina HiSeq 2000   	GENEPIO:0100116	A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 55 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for multiple samples in a single run.		
sequencing_instrument	          Illumina HiSeq 2500	GENEPIO:0100117	A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 160 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for batching multiple samples or rapid results on a few samples.		
sequencing_instrument	          Illumina HiSeq 3000	GENEPIO:0100118	A DNA sequencer manufactured by Illumina corporation, with a single flow cell and a throughput of more than 200 Gb per day.		
sequencing_instrument	          Illumina HiSeq 4000	GENEPIO:0100119	A DNA sequencer manufactured by Illumina corporation, with two flow cell and a throughput of more than 400 Gb per day.		
sequencing_instrument	     Illumina iSeq  	GENEPIO:0100120	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that is lightweight.		
sequencing_instrument	          Illumina iSeq 100	GENEPIO:0100121	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that is lightweight and has an output capacity between 144MB-1.2GB.		
sequencing_instrument	     Illumina NovaSeq  	GENEPIO:0100122	A DNA sequencer manufactured by the Illunina corporation using sequence-by-synthesis chemistry that has an output capacirty of 6 Tb and 20 billion reads in dual flow cell mode.		
sequencing_instrument	          Illumina NovaSeq 6000	GENEPIO:0100123	A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and an output of up to 6000 Gb (32-40 B reads per run). The sequencer utilizes synthesis technology and patterned flow cells to optimize throughput and even spacing of sequencing clusters.		
sequencing_instrument	     Illumina MiniSeq	GENEPIO:0100124	A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 1.65-7.5 Gb.		
sequencing_instrument	     Illumina MiSeq	GENEPIO:0100125	A DNA sequencer which is manufactured by the Illumina corporation. Built upon sequencing by synthesis technology, the machine provides an end-to-end solution (cluster generation, amplification, sequencing, and data analysis) in a single machine.		
sequencing_instrument	     Illumina NextSeq	GENEPIO:0100126	A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 1.65-7.5 Gb.		
sequencing_instrument	          Illumina NextSeq 500	GENEPIO:0100127	A DNA sequencer which is a desktop sequencer ideal for smaller-scale studies manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.		
sequencing_instrument	          Illumina NextSeq 550	GENEPIO:0100128	A DNA sequencer which is a desktop sequencer ideal for smaller-scale studies manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology. The 550 is an upgrade on the 500 model.		
sequencing_instrument	          Illumina NextSeq 2000	GENEPIO:0100129	A DNA sequencer which is manufactured by the Illumina corporation using sequence-by-synthesis chemistry that fits on a benchtop and has an output capacity of 30-360 Gb.		
sequencing_instrument	PacBio	GENEPIO:0100130	A DNA sequencer manufactured by the Pacific Biosciences corporation.		
sequencing_instrument	     PacBio RS 	GENEPIO:0100131	A DNA sequencer manufactured by the Pacific Biosciences corporation which utilizes “SMRT Cells” for single-molecule real-time sequencing. The RS was the first model made by the company.		
sequencing_instrument	     PacBio RS II	GENEPIO:0100132	A DNA sequencer which is manufactured by the Pacific Biosciences corporation. Built upon single molecule real-time sequencing technology, the machine is optimized for generation with long reads and high consensus accuracy.		
sequencing_instrument	     PacBio Sequel	GENEPIO:0100133	A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation with long reads and high consensus accuracy, and manufactured by the Pacific Biosciences corporation		
sequencing_instrument	     PacBio Sequel II	GENEPIO:0100134	A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation of highly accurate ("HiFi") long reads, and which is manufactured by the Pacific Biosciences corporation.		
sequencing_instrument	Ion Torrent	GENEPIO:0100135	A DNA sequencer manufactured by the Ion Torrent corporation.		
sequencing_instrument	     Ion Torrent PGM	GENEPIO:0100136	A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and has an output capacity of 300 MB - 1GB.		
sequencing_instrument	     Ion Torrent Proton	GENEPIO:0100137	A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and has an output capacity of up to 15 Gb.		
sequencing_instrument	     Ion Torrent S5 XL	GENEPIO:0100138	A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and requires only a small amount of input material while producing data faster than the S5 model.		
sequencing_instrument	     Ion Torrent S5	GENEPIO:0100139	A DNA sequencer manufactured by the Ion Torrent corporation which utilizes Ion semiconductor sequencing and requires only a small amount of input material.		
sequencing_instrument	Oxford Nanopore	GENEPIO:0100140	A DNA sequencer manufactured by the Oxford Nanopore corporation.		
sequencing_instrument	     Oxford Nanopore GridION	GENEPIO:0100141	A DNA sequencer that is manufactured by the Oxford Nanopore Technologies corporation, that can run and analyze up to five individual flow cells producing up to 150 Gb of data per run. The sequencer produces real-time results and utilizes nanopore technology with the option of running the flow cells concurrently or individual		
